Start Buffer: size=834
FL, LA, RA, FR, dCount, mazeLoc, fwdSpeed, rotSpeed, lVolt, rVolt
Robot Data: [10, 1, 78, 8, 21, 33, 2000, 909, 23, 61]
Robot Data: [11, 2, 74, 8, 19, 33, 2000, 1212, 23, 75]
Robot Data: [16, 2, 67, 8, 19, 33, 2000, 1515, 17, 82]
Robot Data: [20, 3, 58, 9, 20, 33, 2000, 1818, 1, 91]
Robot Data: [22, 3, 50, 9, 20, 33, 2000, 2121, 1, 94]
Robot Data: [7, 3, 34, 10, 20, 33, 2000, 2424, 0, 93]
Robot Data: [4, 5, 26, 9, 20, 33, 2000, 2727, 2, 91]
Robot Data: [4, 5, 13, 8, 19, 33, 2000, 3030, 7, 93]
Robot Data: [4, 4, 10, 9, 20, 33, 2000, 3108, 7, 86]
Robot Data: [2, 8, 8, 6, 20, 33, 2000, 3108, 14, 79]
Robot Data: [2, 9, 12, 5, 20, 33, 2000, 3108, 15, 78]
Robot Data: [1, 17, 12, 13, 20, 33, 2000, 3108, 19, 75]
Robot Data: [5, 29, 14, 29, 21, 33, 2000, 3108, 16, 69]
Robot Data: [5, 98, 15, 39, 21, 33, 2000, 3108, 13, 71]
Robot Data: [8, 22, 18, 11, 19, 33, 2000, 3108, 21, 78]
Robot Data: [10, 19, 23, 3, 19, 33, 2000, 3108, 21, 79]
Robot Data: [12, 24, 18, 3, 22, 33, 2000, 3108, 5, 73]
Robot Data: [16, 25, 103, 4, 20, 33, 2000, 3108, 10, 81]
Robot Data: [17, 15, 45, 5, 20, 33, 2000, 3108, 12, 79]
Robot Data: [18, 21, 8, 5, 20, 33, 2000, 3108, 12, 79]
Robot Data: [26, 38, 8, 8, 20, 33, 2000, 2805, 20, 71]
Robot Data: [40, 68, 5, 10, 21, 33, 2000, 2502, 25, 59]
Robot Data: [42, 105, 6, 14, 20, 33, 2000, 2199, 34, 56]
Robot Data: [44, 149, 4, 18, 20, 33, 2000, 1896, 45, 45]
Robot Data: [45, 189, 5, 19, 19, 33, 2000, 1593, 63, 35]
Robot Data: [33, 228, 5, 26, 20, 33, 2000, 1290, 63, 28]
Robot Data: [28, 250, 7, 32, 20, 33, 2000, 987, 64, 27]
Robot Data: [27, 265, 8, 33, 21, 33, 2000, 684, 56, 27]
Robot Data: [24, 267, 8, 35, 19, 33, 2000, 381, 60, 38]
Robot Data: [29, 263, 8, 37, 21, 33, 2000, 78, 49, 34]
Robot Data: [33, 259, 8, 39, 19, 33, 2000, 0, 51, 46]
Robot Data: [35, 255, 10, 41, 20, 33, 2000, 0, 43, 48]
Robot Data: [43, 251, 10, 43, 21, 32, 2000, 0, 40, 43]
Robot Data: [48, 239, 9, 42, 19, 32, 2000, 0, 45, 53]
Robot Data: [52, 239, 11, 44, 20, 32, 2000, 0, 38, 53]
Robot Data: [57, 238, 12, 47, 20, 32, 2000, 0, 39, 52]
Robot Data: [66, 241, 13, 52, 20, 32, 2000, 0, 45, 46]
Robot Data: [66, 243, 17, 56, 19, 32, 2000, -303, 55, 44]
Robot Data: [67, 249, 17, 59, 21, 32, 2000, -606, 59, 25]
Robot Data: [72, 249, 19, 64, 20, 32, 2000, -909, 72, 19]
Robot Data: [81, 245, 23, 66, 19, 32, 2000, -1212, 84, 14]
Robot Data: [101, 232, 25, 65, 20, 32, 2000, -1515, 87, 5]
Robot Data: [117, 204, 19, 63, 20, 32, 2000, -1818, 92, 0]
Robot Data: [129, 165, 16, 60, 20, 32, 2000, -2121, 91, 1]
Robot Data: [127, 125, 11, 59, 19, 32, 2000, -2424, 93, 7]
Robot Data: [163, 107, 8, 57, 20, 32, 2000, -2727, 88, 6]
Robot Data: [151, 130, 6, 53, 20, 32, 2000, -3030, 87, 7]
Robot Data: [134, 123, 7, 46, 20, 32, 2000, -3108, 85, 8]
Robot Data: [139, 154, 11, 40, 21, 32, 2000, -3108, 76, 10]
Robot Data: [141, 180, 12, 36, 19, 32, 2000, -3108, 80, 20]
Robot Data: [140, 205, 14, 25, 20, 32, 2000, -3108, 77, 16]
Robot Data: [141, 233, 20, 18, 22, 32, 2000, -3108, 67, 11]
Robot Data: [136, 288, 25, 13, 20, 32, 2000, -3108, 74, 17]
Robot Data: [131, 385, 15, 9, 19, 32, 2000, -3108, 82, 17]
Robot Data: [119, 346, 14, 6, 21, 32, 2000, -3108, 76, 8]
Robot Data: [107, 309, 14, 6, 20, 32, 2000, -3108, 77, 14]
Robot Data: [94, 260, 16, 10, 20, 32, 2000, -3108, 77, 14]
Robot Data: [73, 232, 15, 9, 20, 32, 2000, -3108, 77, 14]
Robot Data: [60, 219, 14, 10, 20, 32, 2000, -3108, 77, 14]
Robot Data: [45, 192, 19, 11, 20, 32, 2000, -2805, 75, 16]
Robot Data: [23, 169, 37, 13, 20, 32, 2000, -2502, 68, 23]
Robot Data: [12, 139, 56, 16, 21, 32, 2000, -2199, 47, 36]
Robot Data: [8, 115, 84, 27, 21, 32, 2000, -1896, 42, 41]
Robot Data: [13, 97, 108, 20, 18, 32, 2000, -1593, 46, 58]
Robot Data: [19, 84, 131, 15, 20, 32, 2000, -1290, 33, 59]
Robot Data: [22, 71, 145, 16, 20, 32, 2000, -987, 30, 61]
Robot Data: [20, 64, 157, 17, 20, 32, 2000, -684, 29, 62]
Robot Data: [20, 66, 165, 18, 21, 32, 2000, -381, 27, 57]
Robot Data: [22, 65, 164, 19, 20, 32, 2000, -78, 34, 56]
Robot Data: [24, 67, 159, 18, 20, 32, 2000, 0, 37, 53]
Robot Data: [22, 70, 154, 18, 20, 32, 2000, 0, 46, 44]
Robot Data: [27, 76, 148, 20, 19, 16, 2000, 0, 55, 43]
Robot Data: [29, 79, 141, 21, 20, 16, 2000, 0, 53, 39]
Robot Data: [28, 78, 137, 22, 19, 16, 2000, 0, 58, 41]
Robot Data: [28, 79, 135, 22, 20, 16, 2000, 0, 54, 38]
Robot Data: [29, 79, 135, 24, 20, 16, 2000, 0, 51, 42]
Robot Data: [30, 81, 140, 24, 21, 16, 2000, 0, 43, 41]
Robot Data: [32, 77, 144, 25, 21, 16, 2000, 0, 39, 44]
Robot Data: [31, 73, 146, 27, 19, 16, 2000, 0, 45, 53]
Robot Data: [32, 73, 150, 26, 20, 16, 2000, 0, 42, 49]
Robot Data: [36, 72, 150, 29, 19, 16, 2000, 0, 44, 55]
Robot Data: [39, 74, 150, 30, 20, 16, 2000, 0, 43, 49]
Robot Data: [39, 74, 148, 29, 21, 16, 2000, 0, 39, 46]
Robot Data: [42, 78, 147, 34, 20, 16, 2000, 0, 46, 45]
Robot Data: [43, 76, 141, 36, 20, 16, 2000, 0, 48, 44]
Robot Data: [45, 81, 139, 39, 20, 16, 2000, 0, 49, 42]
Robot Data: [48, 81, 139, 42, 20, 16, 2000, 0, 49, 42]
Robot Data: [49, 80, 135, 45, 20, 16, 2000, 0, 47, 44]
Robot Data: [52, 81, 133, 47, 20, 16, 2000, 0, 45, 46]
Robot Data: [53, 78, 135, 50, 20, 16, 2000, 0, 48, 44]
Robot Data: [57, 80, 137, 53, 20, 16, 2000, 0, 47, 44]
Robot Data: [63, 79, 139, 56, 20, 16, 2000, 0, 45, 46]
Robot Data: [66, 79, 139, 59, 20, 16, 2000, 0, 44, 48]
Robot Data: [71, 79, 139, 61, 20, 16, 2000, 0, 44, 47]
Robot Data: [73, 79, 138, 65, 20, 16, 2000, 0, 44, 47]
Robot Data: [80, 79, 138, 70, 20, 16, 2000, 0, 44, 47]
Robot Data: [83, 80, 138, 76, 21, 16, 2000, 0, 40, 43]
Robot Data: [88, 82, 139, 80, 20, 16, 2000, 0, 47, 43]
Robot Data: [96, 85, 144, 88, 20, 16, 2000, 0, 47, 43]
Robot Data: [102, 86, 150, 96, 20, 16, 2000, 0, 45, 45]
Robot Data: [110, 91, 160, 102, 20, 16, 2000, 0, 45, 45]
Robot Data: [116, 97, 173, 110, 19, 16, 2000, 0, 49, 49]
Robot Data: [125, 104, 179, 120, 21, 16, 2000, 0, 42, 42]
Robot Data: [133, 117, 182, 130, 19, 16, 2000, 0, 47, 51]
Robot Data: [145, 121, 184, 138, 20, 16, 2000, 0, 46, 45]
Robot Data: [149, 125, 181, 152, 20, 16, 1720, 0, 30, 30]
Robot Data: [165, 122, 175, 170, 19, 16, 1440, 0, 17, 17]
Robot Data: [177, 120, 171, 188, 16, 16, 1160, 0, 11, 11]
Robot Data: [192, 127, 180, 203, 13, 16, 880, 0, 6, 2]
Robot Data: [201, 135, 191, 218, 12, 16, 600, 0, 6, 6]
Robot Data: [214, 143, 204, 232, 10, 16, 320, 0, 17, 17]
Robot Data: [227, 157, 224, 249, 12, 16, 300, 0, 3, 6]
Robot Data: [228, 159, 234, 270, 11, 16, 300, 0, 15, 8]
Robot Data: [243, 177, 253, 288, 12, 16, 300, 0, 13, 10]
Robot Data: [252, 188, 263, 302, 11, 16, 300, 0, 11, 14]
End Buffer
