Start Buffer: size=822
FL, LA, RA, FR, dCount, mazeLoc, fwdSpeed, rotSpeed, lVolt, rVolt, cte, steerAdj, loopTick
Robot Data: [2, 77, 134, 0, 65, 112, 7040, 0, 176, 190, 57, 1, 3419]
Robot Data: [0, 81, 142, 0, 69, 112, 7320, 0, 185, 186, 61, 1, 3420]
Robot Data: [1, 79, 147, 1, 72, 112, 7600, 0, 194, 189, 68, 2, 3421]
Robot Data: [1, 77, 146, 1, 72, 112, 7880, 0, 203, 207, 69, 2, 3422]
Robot Data: [2, 76, 144, 0, 75, 112, 8160, 0, 205, 220, 68, 2, 3423]
Robot Data: [2, 77, 149, 0, 80, 112, 8440, 0, 203, 220, 72, 2, 3424]
Robot Data: [2, 76, 147, 0, 84, 112, 8720, 0, 207, 220, 71, 2, 3425]
Robot Data: [0, 75, 149, 2, 84, 112, 9000, 0, 224, 237, 74, 2, 3426]
Robot Data: [0, 78, 149, 1, 86, 112, 9280, 0, 235, 240, 71, 2, 3427]
Robot Data: [1, 78, 146, 0, 91, 112, 9560, 0, 233, 240, 68, 2, 3428]
Robot Data: [1, 79, 143, 1, 92, 112, 9840, 0, 249, 250, 64, 1, 3429]
Robot Data: [0, 77, 142, 1, 97, 112, 10120, 0, 250, 249, 65, 1, 3430]
Robot Data: [1, 80, 142, 1, 103, 112, 10400, 0, 244, 244, 62, 1, 3431]
Robot Data: [1, 87, 150, 0, 99, 112, 10680, 0, 250, 250, 63, 1, 3432]
Robot Data: [0, 88, 150, 1, 101, 112, 10900, 0, 250, 250, 62, 1, 3433]
Robot Data: [1, 88, 149, 1, 102, 112, 10620, 0, 250, 250, 61, 1, 3434]
Robot Data: [1, 85, 152, 1, 104, 112, 10340, 0, 234, 250, 67, 2, 3435]
Robot Data: [0, 86, 156, 1, 106, 112, 10060, 0, 209, 236, 70, 2, 3436]
Robot Data: [0, 87, 150, 1, 105, 112, 9780, 0, 190, 225, 63, 1, 3437]
Robot Data: [1, 89, 151, 2, 101, 112, 9500, 0, 195, 220, 62, 1, 3438]
Robot Data: [2, 92, 150, 2, 101, 112, 9220, 0, 187, 190, 58, 1, 3439]
Robot Data: [1, 89, 139, 2, 98, 112, 8940, 0, 181, 180, 50, 1, 3440]
Robot Data: [2, 95, 130, 3, 96, 112, 8660, 0, 173, 162, 35, 1, 3441]
Robot Data: [2, 89, 135, 3, 93, 112, 8380, 0, 167, 149, 46, 1, 3442]
Robot Data: [2, 91, 131, 3, 92, 112, 8100, 0, 152, 139, 40, 1, 3443]
Robot Data: [2, 94, 123, 5, 89, 112, 7820, 0, 136, 135, 29, 0, 3444]
Robot Data: [3, 96, 121, 4, 86, 112, 7540, 0, 123, 128, 25, 0, 3445]
Robot Data: [1, 97, 118, 6, 81, 112, 7260, 0, 120, 127, 21, 0, 3446]
Robot Data: [4, 101, 118, 7, 78, 112, 6980, 0, 114, 116, 17, 0, 3447]
Robot Data: [5, 101, 115, 7, 75, 112, 6700, 0, 113, 108, 14, 0, 3448]
Robot Data: [5, 98, 114, 8, 70, 112, 6420, 0, 117, 102, 16, 0, 3449]
Robot Data: [7, 104, 111, 8, 70, 112, 6140, 0, 94, 89, 7, 0, 3450]
Robot Data: [7, 109, 108, 10, 63, 112, 5860, 0, 98, 99, -1, -1, 3451]
Robot Data: [6, 107, 106, 11, 62, 112, 5580, 0, 86, 82, -1, -1, 3452]
Robot Data: [8, 106, 96, 12, 59, 112, 5300, 0, 84, 77, -10, -1, 3453]
Robot Data: [9, 105, 28, 15, 54, 112, 5020, 0, 81, 82, -10, -1, 3454]
Robot Data: [9, 112, 7, 16, 53, 112, 4740, 0, 62, 73, -24, -1, 3455]
Robot Data: [10, 127, 3, 19, 50, 112, 4460, 0, 59, 62, -54, -2, 3456]
Robot Data: [12, 132, 5, 22, 47, 112, 4180, 0, 60, 47, -64, -2, 3457]
Robot Data: [13, 136, 3, 23, 42, 112, 3900, 0, 73, 43, -72, -3, 3458]
Robot Data: [18, 138, 3, 28, 41, 112, 3620, 0, 55, 36, 0, 0, 3459]
Robot Data: [22, 137, 4, 30, 37, 112, 3340, 0, 41, 44, 0, 0, 3460]
Robot Data: [29, 137, 3, 33, 35, 112, 3060, 0, 27, 39, 0, 0, 3461]
Robot Data: [36, 137, 3, 35, 30, 112, 2780, 0, 31, 37, -1, -1, 3462]
Robot Data: [38, 134, 4, 39, 29, 112, 2500, 0, 24, 26, 0, 0, 3463]
Robot Data: [42, 133, 4, 45, 25, 48, 2220, 0, 23, 23, 0, 0, 3464]
Robot Data: [46, 133, 4, 43, 23, 48, 2000, 0, 20, 16, 0, 0, 3465]
Robot Data: [49, 136, 4, 47, 20, 48, 2000, 0, 28, 29, 0, 0, 3466]
Robot Data: [50, 134, 3, 49, 20, 48, 2000, 0, 28, 28, 0, 0, 3467]
Robot Data: [55, 134, 3, 52, 19, 48, 2000, 0, 32, 32, 0, 0, 3468]
Robot Data: [62, 139, 3, 56, 18, 48, 2000, -303, 42, 31, 0, 0, 3469]
Robot Data: [62, 140, 3, 58, 17, 48, 2000, -606, 57, 27, 0, 0, 3470]
Robot Data: [63, 139, 4, 59, 17, 48, 2000, -909, 64, 22, 0, 0, 3471]
Robot Data: [66, 136, 5, 61, 17, 48, 2000, -1212, 79, 11, 0, 0, 3472]
Robot Data: [66, 124, 5, 59, 17, 48, 2000, -1515, 88, 5, 0, 0, 3473]
Robot Data: [70, 109, 3, 56, 18, 48, 2000, -1818, 88, 1, 0, 0, 3474]
Robot Data: [75, 95, 6, 51, 17, 48, 2000, -2121, 93, 6, 0, 0, 3475]
Robot Data: [96, 72, 6, 49, 18, 48, 2000, -2424, 91, 4, 0, 0, 3476]
Robot Data: [116, 63, 9, 45, 18, 48, 2000, -2727, 90, 7, 0, 0, 3477]
Robot Data: [118, 78, 8, 37, 19, 48, 2000, -3030, 87, 4, 0, 0, 3478]
Robot Data: [103, 74, 10, 19, 18, 48, 2000, -3108, 90, 10, 0, 0, 3479]
Robot Data: [97, 86, 13, 3, 19, 48, 2000, -3108, 84, 11, 0, 0, 3480]
Robot Data: [99, 101, 15, 1, 20, 48, 2000, -3108, 75, 13, 0, 0, 3481]
Robot Data: [97, 119, 18, 2, 20, 48, 2000, -3108, 72, 16, 0, 0, 3482]
Robot Data: [94, 139, 26, 3, 19, 48, 2000, -3108, 74, 21, 0, 0, 3483]
Robot Data: [90, 167, 32, 4, 20, 48, 2000, -3108, 73, 16, 0, 0, 3484]
Robot Data: [86, 209, 31, 6, 19, 48, 2000, -3108, 77, 20, 0, 0, 3485]
Robot Data: [77, 242, 26, 6, 20, 48, 2000, -3108, 76, 15, 0, 0, 3486]
Robot Data: [68, 218, 26, 9, 20, 48, 2000, -3108, 77, 13, 0, 0, 3487]
Robot Data: [42, 177, 25, 9, 20, 48, 2000, -3108, 81, 9, 0, 0, 3488]
Robot Data: [8, 159, 18, 11, 19, 48, 2000, -3108, 86, 12, 0, 0, 3489]
Robot Data: [7, 140, 14, 15, 20, 48, 2000, -3108, 82, 9, 0, 0, 3490]
Robot Data: [9, 107, 25, 16, 20, 48, 2000, -2805, 76, 15, 0, 0, 3491]
Robot Data: [10, 16, 51, 19, 20, 48, 2000, -2502, 66, 26, 0, 0, 3492]
Robot Data: [12, 0, 87, 22, 20, 48, 2000, -2199, 53, 38, 0, 0, 3493]
Robot Data: [16, 2, 135, 28, 21, 48, 2000, -1896, 42, 41, 0, 0, 3494]
Robot Data: [19, 3, 181, 32, 19, 48, 2000, -1593, 43, 55, 0, 0, 3495]
Robot Data: [22, 3, 219, 36, 19, 48, 2000, -1290, 38, 60, 0, 0, 3496]
Robot Data: [24, 4, 241, 37, 20, 48, 2000, -987, 32, 60, 0, 0, 3497]
Robot Data: [25, 5, 258, 37, 20, 48, 2000, -684, 33, 59, 0, 0, 3498]
Robot Data: [26, 5, 264, 37, 20, 48, 2000, -381, 33, 60, 0, 0, 3499]
Robot Data: [31, 4, 266, 40, 20, 48, 2000, -78, 35, 57, 0, 0, 3500]
Robot Data: [33, 5, 258, 43, 20, 48, 2000, 0, 40, 52, 0, 0, 3501]
Robot Data: [32, 6, 244, 45, 20, 48, 2000, 0, 47, 45, 0, 0, 3502]
Robot Data: [34, 6, 236, 47, 20, 49, 2000, 0, 52, 40, 0, 0, 3503]
Robot Data: [34, 6, 229, 49, 21, 49, 2000, 0, 47, 37, 0, 0, 3504]
Robot Data: [34, 5, 223, 50, 19, 49, 2000, 0, 56, 43, 0, 0, 3505]
Robot Data: [39, 6, 217, 54, 19, 49, 2000, 0, 55, 45, 0, 0, 3506]
Robot Data: [38, 7, 216, 56, 20, 49, 2000, 0, 50, 44, 0, 0, 3507]
Robot Data: [41, 7, 218, 57, 21, 49, 2000, 0, 46, 39, 0, 0, 3508]
Robot Data: [41, 8, 220, 60, 20, 49, 2000, 0, 48, 45, 0, 0, 3509]
Robot Data: [47, 8, 225, 62, 20, 49, 2000, 0, 46, 46, 0, 0, 3510]
Robot Data: [53, 9, 227, 65, 20, 49, 2000, 303, 37, 56, 0, 0, 3511]
Robot Data: [54, 11, 226, 68, 20, 49, 2000, 606, 30, 62, 0, 0, 3512]
Robot Data: [55, 12, 223, 70, 19, 49, 2000, 909, 23, 77, 0, 0, 3513]
Robot Data: [60, 12, 216, 76, 20, 49, 2000, 1212, 14, 80, 0, 0, 3514]
Robot Data: [58, 12, 195, 81, 20, 49, 2000, 1515, 7, 86, 0, 0, 3515]
Robot Data: [59, 11, 164, 88, 20, 49, 2000, 1818, 3, 91, 0, 0, 3516]
Robot Data: [57, 8, 130, 91, 19, 49, 2000, 2121, 7, 94, 0, 0, 3517]
Robot Data: [54, 5, 99, 88, 20, 49, 2000, 2424, 6, 89, 0, 0, 3518]
Robot Data: [49, 4, 110, 86, 19, 49, 2000, 2727, 10, 93, 0, 0, 3519]
Robot Data: [45, 4, 134, 84, 20, 49, 2000, 3030, 6, 90, 0, 0, 3520]
Robot Data: [38, 2, 140, 86, 20, 49, 2000, 3108, 10, 86, 0, 0, 3521]
Robot Data: [30, 2, 169, 85, 20, 49, 2000, 3108, 13, 82, 0, 0, 3522]
Robot Data: [21, 4, 195, 82, 20, 49, 2000, 3108, 16, 79, 0, 0, 3523]
Robot Data: [18, 3, 223, 80, 20, 49, 2000, 3108, 20, 76, 0, 0, 3524]
Robot Data: [12, 4, 268, 75, 21, 49, 2000, 3108, 15, 72, 0, 0, 3525]
Robot Data: [7, 5, 325, 67, 20, 49, 2000, 3108, 21, 74, 0, 0, 3526]
Robot Data: [6, 4, 331, 59, 21, 49, 2000, 3108, 15, 72, 0, 0, 3527]
Robot Data: [5, 2, 295, 51, 19, 49, 2000, 3108, 22, 79, 0, 0, 3528]
Robot Data: [2, 4, 262, 43, 21, 49, 2000, 3108, 13, 74, 0, 0, 3529]
Robot Data: [3, 4, 235, 31, 21, 49, 2000, 3108, 11, 75, 0, 0, 3530]
Robot Data: [4, 2, 220, 21, 19, 49, 2000, 3108, 14, 86, 0, 0, 3531]
Robot Data: [4, 2, 197, 13, 19, 49, 2000, 3108, 19, 82, 0, 0, 3532]
Robot Data: [5, 2, 165, 6, 21, 49, 2000, 2805, 16, 71, 0, 0, 3533]
Robot Data: [6, 1, 147, 4, 20, 49, 2000, 2502, 26, 67, 0, 0, 3534]
Robot Data: [7, 1, 122, 3, 20, 49, 2000, 2199, 38, 55, 0, 0, 3535]
Robot Data: [5, 3, 99, 4, 21, 49, 2000, 1896, 43, 43, 0, 0, 3536]
Robot Data: [7, 2, 80, 5, 19, 49, 2000, 1593, 56, 44, 0, 0, 3537]
Robot Data: [7, 2, 63, 5, 20, 49, 2000, 1290, 62, 32, 0, 0, 3538]
Robot Data: [3, 3, 54, 5, 20, 49, 2000, 987, 62, 31, 0, 0, 3539]
Robot Data: [4, 3, 47, 6, 20, 49, 2000, 684, 61, 32, 0, 0, 3540]
Robot Data: [3, 4, 45, 6, 20, 49, 2000, 381, 62, 32, 0, 0, 3541]
Robot Data: [5, 3, 46, 6, 20, 49, 2000, 78, 58, 36, 0, 0, 3542]
Robot Data: [3, 4, 46, 6, 20, 49, 2000, 0, 53, 41, 0, 0, 3543]
Robot Data: [5, 3, 53, 6, 20, 49, 2000, 0, 46, 48, 0, 0, 3544]
Robot Data: [8, 4, 53, 6, 20, 33, 2000, 0, 41, 53, 0, 0, 3545]
Robot Data: [8, 3, 53, 6, 20, 33, 2000, 0, 44, 50, 0, 0, 3546]
Robot Data: [10, 3, 57, 6, 20, 33, 2000, 0, 41, 52, 0, 0, 3547]
Robot Data: [11, 2, 56, 6, 19, 33, 2000, 0, 46, 56, 0, 0, 3548]
Robot Data: [11, 3, 54, 6, 20, 33, 2000, 0, 44, 50, 0, 0, 3549]
Robot Data: [15, 2, 56, 6, 20, 33, 2000, 0, 46, 49, 0, 0, 3550]
Robot Data: [13, 3, 53, 7, 20, 33, 2000, 0, 48, 47, 0, 0, 3551]
Robot Data: [15, 1, 53, 8, 22, 33, 2000, 303, 34, 45, 0, 0, 3552]
Robot Data: [16, 3, 49, 8, 20, 33, 2000, 606, 33, 59, 0, 0, 3553]
Robot Data: [15, 3, 47, 9, 19, 33, 2000, 909, 29, 71, 0, 0, 3554]
Robot Data: [12, 4, 49, 8, 20, 33, 2000, 1212, 19, 75, 0, 0, 3555]
Robot Data: [8, 4, 39, 9, 20, 33, 2000, 1515, 10, 83, 0, 0, 3556]
Robot Data: [6, 4, 36, 8, 20, 33, 2000, 1818, 4, 89, 0, 0, 3557]
Robot Data: [5, 4, 28, 9, 20, 33, 2000, 2121, 1, 94, 0, 0, 3558]
Robot Data: [3, 5, 19, 8, 19, 33, 2000, 2424, 6, 95, 0, 0, 3559]
Robot Data: [3, 5, 11, 8, 20, 33, 2000, 2727, 2, 92, 0, 0, 3560]
Robot Data: [4, 8, 7, 9, 20, 33, 2000, 3030, 2, 92, 0, 0, 3561]
Robot Data: [4, 7, 8, 6, 19, 33, 2000, 3108, 10, 92, 0, 0, 3562]
Robot Data: [2, 11, 12, 6, 20, 33, 2000, 3108, 12, 84, 0, 0, 3563]
Robot Data: [3, 17, 12, 14, 20, 33, 2000, 3108, 21, 75, 0, 0, 3564]
Robot Data: [4, 29, 13, 33, 21, 33, 2000, 3108, 15, 72, 0, 0, 3565]
Robot Data: [6, 99, 15, 24, 20, 33, 2000, 3108, 21, 74, 0, 0, 3566]
Robot Data: [9, 25, 17, 6, 21, 33, 2000, 3108, 15, 72, 0, 0, 3567]
Robot Data: [10, 23, 24, 3, 20, 33, 2000, 3108, 20, 73, 0, 0, 3568]
Robot Data: [12, 26, 35, 2, 20, 33, 2000, 3108, 16, 77, 0, 0, 3569]
Robot Data: [16, 30, 114, 4, 20, 33, 2000, 3108, 13, 81, 0, 0, 3570]
Robot Data: [19, 16, 16, 5, 20, 33, 2000, 3108, 13, 80, 0, 0, 3571]
Robot Data: [22, 21, 8, 5, 20, 33, 2000, 3108, 11, 82, 0, 0, 3572]
Robot Data: [29, 39, 6, 9, 21, 33, 2000, 3108, 6, 80, 0, 0, 3573]
Robot Data: [31, 69, 6, 11, 20, 33, 2000, 2805, 15, 77, 0, 0, 3574]
Robot Data: [45, 111, 5, 14, 20, 33, 2000, 2502, 24, 68, 0, 0, 3575]
Robot Data: [67, 162, 4, 18, 20, 33, 2000, 2199, 38, 54, 0, 0, 3576]
Robot Data: [47, 223, 4, 20, 20, 33, 2000, 1896, 50, 42, 0, 0, 3577]
Robot Data: [28, 269, 8, 29, 19, 33, 2000, 1593, 65, 35, 0, 0, 3578]
Robot Data: [35, 292, 6, 39, 20, 33, 2000, 1290, 68, 25, 0, 0, 3579]
Robot Data: [44, 296, 11, 47, 20, 33, 2000, 987, 65, 29, 0, 0, 3580]
Robot Data: [56, 296, 13, 49, 20, 33, 2000, 684, 63, 31, 0, 0, 3581]
Robot Data: [58, 296, 14, 51, 20, 33, 2000, 381, 58, 36, 0, 0, 3582]
Robot Data: [55, 294, 14, 52, 20, 33, 2000, 78, 54, 39, 0, 0, 3583]
Robot Data: [53, 294, 17, 53, 20, 33, 2000, 0, 51, 42, 0, 0, 3584]
Robot Data: [47, 295, 18, 54, 20, 33, 2000, 0, 44, 49, 0, 0, 3585]
Robot Data: [51, 295, 18, 56, 21, 32, 2000, 0, 37, 48, 0, 0, 3586]
Robot Data: [48, 294, 20, 57, 20, 32, 2000, -303, 49, 44, 0, 0, 3587]
Robot Data: [50, 292, 21, 59, 18, 32, 2000, -606, 65, 42, 0, 0, 3588]
Robot Data: [46, 291, 22, 60, 21, 32, 2000, -909, 63, 24, 0, 0, 3589]
Robot Data: [48, 287, 22, 65, 20, 32, 2000, -1212, 75, 18, 0, 0, 3590]
Robot Data: [49, 287, 25, 69, 19, 32, 2000, -1515, 87, 14, 0, 0, 3591]
Robot Data: [61, 277, 23, 72, 20, 32, 2000, -1818, 92, 3, 0, 0, 3592]
Robot Data: [102, 252, 20, 65, 20, 32, 2000, -2121, 97, 2, 0, 0, 3593]
Robot Data: [142, 212, 17, 61, 20, 32, 2000, -2424, 96, 1, 0, 0, 3594]
Robot Data: [162, 157, 10, 58, 19, 32, 2000, -2727, 97, 5, 0, 0, 3595]
Robot Data: [164, 108, 8, 53, 19, 32, 2000, -3030, 97, 7, 0, 0, 3596]
Robot Data: [129, 131, 6, 51, 20, 32, 2000, -3108, 90, 7, 0, 0, 3597]
Robot Data: [133, 129, 6, 47, 21, 32, 2000, -3108, 92, 3, 0, 0, 3598]
Robot Data: [133, 137, 8, 42, 20, 32, 2000, -3108, 97, 1, 0, 0, 3599]
Robot Data: [137, 168, 12, 35, 21, 32, 2000, -3108, 91, 3, 0, 0, 3600]
Robot Data: [139, 191, 11, 28, 20, 32, 2000, -3108, 84, 10, 0, 0, 3601]
Robot Data: [140, 219, 16, 21, 19, 32, 2000, -3108, 82, 20, 0, 0, 3602]
Robot Data: [134, 256, 31, 13, 20, 32, 2000, -3108, 72, 24, 0, 0, 3603]
Robot Data: [125, 432, 15, 8, 21, 32, 2000, -3108, 69, 19, 0, 0, 3604]
Robot Data: [112, 361, 13, 6, 20, 32, 2000, -3108, 74, 20, 0, 0, 3605]
Robot Data: [99, 297, 12, 5, 19, 32, 2000, -3108, 78, 24, 0, 0, 3606]
Robot Data: [88, 246, 16, 8, 21, 32, 2000, -3108, 73, 15, 0, 0, 3607]
Robot Data: [73, 231, 12, 9, 21, 32, 2000, -3108, 76, 11, 0, 0, 3608]
Robot Data: [58, 210, 12, 9, 20, 32, 2000, -2805, 76, 17, 0, 0, 3609]
Robot Data: [47, 194, 18, 10, 20, 32, 2000, -2502, 69, 24, 0, 0, 3610]
Robot Data: [29, 176, 34, 11, 20, 32, 2000, -2199, 58, 35, 0, 0, 3611]
Robot Data: [18, 152, 49, 16, 20, 32, 2000, -1896, 50, 43, 0, 0, 3612]
Robot Data: [6, 128, 67, 15, 21, 32, 2000, -1593, 42, 43, 0, 0, 3613]
Robot Data: [7, 112, 86, 22, 19, 32, 2000, -1290, 40, 60, 0, 0, 3614]
Robot Data: [11, 100, 98, 22, 20, 32, 2000, -987, 33, 61, 0, 0, 3615]
Robot Data: [12, 94, 108, 19, 20, 32, 2000, -684, 32, 62, 0, 0, 3616]
Robot Data: [16, 95, 114, 18, 20, 32, 2000, -381, 32, 62, 0, 0, 3617]
Robot Data: [18, 95, 114, 21, 20, 32, 2000, -78, 32, 62, 0, 0, 3618]
Robot Data: [17, 97, 108, 22, 20, 32, 2000, 0, 36, 58, 0, 0, 3619]
Robot Data: [14, 101, 103, 28, 20, 32, 2000, 0, 45, 49, 0, 0, 3620]
Robot Data: [14, 109, 94, 29, 20, 16, 2000, 0, 53, 40, 0, 0, 3621]
Robot Data: [14, 111, 86, 33, 20, 16, 2000, 0, 56, 38, 0, 0, 3622]
Robot Data: [11, 119, 83, 34, 20, 16, 2000, 0, 55, 38, 0, 0, 3623]
Robot Data: [12, 120, 79, 32, 19, 16, 2000, 0, 57, 44, 0, 0, 3624]
Robot Data: [13, 124, 81, 34, 20, 16, 2000, 0, 56, 39, 0, 0, 3625]
Robot Data: [15, 124, 82, 33, 20, 16, 2000, 0, 50, 45, 0, 0, 3626]
Robot Data: [15, 122, 81, 33, 21, 16, 2000, 0, 43, 44, 0, 0, 3627]
Robot Data: [21, 123, 83, 36, 20, 16, 2000, 0, 45, 49, 0, 0, 3628]
Robot Data: [23, 120, 85, 37, 20, 16, 2000, 0, 43, 50, 0, 0, 3629]
Robot Data: [25, 118, 86, 37, 20, 16, 2000, 0, 45, 48, 0, 0, 3630]
Robot Data: [28, 119, 86, 38, 20, 16, 2000, 0, 43, 50, 0, 0, 3631]
Robot Data: [30, 122, 85, 40, 20, 16, 2000, 0, 45, 48, 0, 0, 3632]
Robot Data: [31, 124, 83, 44, 20, 16, 2000, 0, 45, 48, 0, 0, 3633]
Robot Data: [30, 123, 78, 48, 21, 16, 2000, 0, 41, 44, 0, 0, 3634]
Robot Data: [37, 128, 76, 55, 20, 16, 2000, 0, 44, 48, 0, 0, 3635]
Robot Data: [34, 132, 75, 49, 20, 16, 2000, 0, 46, 46, 0, 0, 3636]
Robot Data: [37, 131, 72, 52, 19, 16, 2000, 0, 56, 44, 0, 0, 3637]
Robot Data: [41, 136, 72, 63, 19, 16, 2000, 0, 54, 48, 0, 0, 3638]
Robot Data: [44, 139, 70, 65, 20, 16, 2000, 0, 51, 44, 0, 0, 3639]
Robot Data: [51, 141, 74, 67, 20, 16, 2000, 0, 49, 46, 0, 0, 3640]
Robot Data: [54, 139, 73, 70, 20, 16, 2000, 0, 47, 48, 0, 0, 3641]
Robot Data: [59, 141, 76, 75, 20, 16, 2000, 0, 45, 49, 0, 0, 3642]
Robot Data: [63, 144, 82, 81, 20, 16, 2000, 0, 44, 51, 0, 0, 3643]
Robot Data: [67, 143, 84, 86, 20, 16, 2000, 0, 44, 51, 0, 0, 3644]
Robot Data: [75, 144, 90, 94, 20, 16, 2000, 0, 50, 45, 0, 0, 3645]
Robot Data: [76, 147, 97, 104, 20, 16, 2000, 0, 47, 48, 0, 0, 3646]
Robot Data: [82, 147, 100, 111, 20, 16, 2000, 0, 45, 49, 0, 0, 3647]
Robot Data: [87, 150, 106, 115, 21, 16, 2000, 0, 42, 45, 0, 0, 3648]
Robot Data: [90, 154, 106, 117, 20, 16, 2000, 0, 47, 46, 0, 0, 3649]
Robot Data: [96, 156, 108, 117, 20, 16, 2000, 0, 47, 47, 0, 0, 3650]
Robot Data: [100, 162, 106, 121, 20, 16, 2000, 0, 49, 45, 0, 0, 3651]
Robot Data: [109, 161, 104, 127, 20, 16, 2000, 0, 50, 43, 0, 0, 3652]
Robot Data: [110, 163, 106, 134, 20, 16, 2000, 0, 50, 43, 0, 0, 3653]
Robot Data: [118, 166, 112, 139, 20, 16, 1720, 0, 37, 26, 0, 0, 3654]
Robot Data: [122, 170, 122, 150, 19, 16, 1440, 0, 19, 17, 0, 0, 3655]
Robot Data: [130, 168, 129, 160, 16, 16, 1160, 0, 12, 12, 0, 0, 3656]
Robot Data: [136, 166, 142, 169, 14, 16, 880, 0, 3, 0, 0, 0, 3657]
Robot Data: [140, 167, 152, 179, 12, 16, 600, 0, 6, 5, 0, 0, 3658]
Robot Data: [146, 168, 170, 192, 15, 16, 300, 0, 6, 3, 0, 0, 3660]
Robot Data: [148, 170, 180, 203, 10, 16, 300, 0, 7, 10, 0, 0, 3663]
Robot Data: [154, 175, 191, 214, 11, 16, 300, 0, 16, 12, 0, 0, 3670]
Robot Data: [161, 178, 208, 227, 11, 16, 300, 0, 16, 16, 0, 0, 3675]
Robot Data: [166, 185, 227, 244, 11, 16, 300, 0, 17, 10, 0, 0, 3679]
Robot Data: [176, 199, 232, 257, 11, 16, 300, 0, 14, 14, 0, 0, 3683]
Robot Data: [181, 209, 245, 266, 10, 16, 300, 0, 14, 13, 0, 0, 3686]
Robot Data: [190, 217, 267, 288, 13, 16, 300, 0, 7, 12, 0, 0, 3690]
Robot Data: [198, 226, 284, 304, 12, 16, 300, 0, 13, 13, 0, 0, 3694]
Robot Data: [208, 228, 300, 321, 11, 16, 300, 0, 19, 8, 0, 0, 3698]
Robot Data: [219, 223, 303, 336, 12, 16, 300, 0, 7, 13, 0, 0, 3702]
End Buffer
